[2026-07-21T14:05:59.668Z] [debug] [vite] connecting...
[2026-07-21T14:05:59.672Z] [error] THREE.WebGLRenderer: Error creating WebGL context.
[2026-07-21T14:05:59.685Z] [debug] [vite] connected.
[2026-07-21T14:08:27.735Z] [debug] [vite] connecting...
[2026-07-21T14:08:27.861Z] [debug] [vite] connected.
[2026-07-21T14:08:28.499Z] [info] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold
[2026-07-21T14:09:53.219Z] [debug] [vite] hot updated: /src/components/WhoWeAre.jsx
[2026-07-21T14:09:53.220Z] [debug] [vite] hot updated: /src/index.css
[2026-07-21T14:10:03.883Z] [debug] [vite] connecting...
[2026-07-21T14:10:03.896Z] [debug] [vite] connected.
[2026-07-21T14:10:03.919Z] [info] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold
[2026-07-21T14:10:23.807Z] [debug] [vite] connecting...
[2026-07-21T14:10:23.816Z] [debug] [vite] connected.
[2026-07-21T14:10:23.839Z] [info] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold
[2026-07-21T14:10:47.890Z] [error] WebSocket connection to 'ws://localhost:5210/?token=QqXgwI-ETWuh' failed: 
[2026-07-21T14:10:47.890Z] [log] [vite] server connection lost. Polling for restart...
[2026-07-21T15:07:03.003Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:05.422Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:11.418Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:16.820Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:19.453Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:24.664Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:27.185Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:32.945Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:38.523Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:44.055Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:49.584Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:51.906Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:54.109Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:07:56.251Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:01.113Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:03.108Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:08.276Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:10.999Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:14.794Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:19.644Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:25.140Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:27.522Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:32.852Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:35.940Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:41.171Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:44.709Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:49.128Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:53.821Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:08:58.373Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:00.665Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:05.554Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:09.420Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:14.260Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:18.295Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:23.358Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:26.316Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:31.671Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:34.682Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:37.384Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:43.006Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:45.569Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:49.165Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:53.636Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:09:58.195Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:01.725Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:04.744Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:08.503Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:13.015Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:15.117Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:18.956Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:24.483Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:29.538Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:34.425Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:36.619Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:41.256Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:46.151Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:49.083Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:10:54.381Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:00.362Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:05.357Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:09.300Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:14.696Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:18.861Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:23.058Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:26.524Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:29.237Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:31.254Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:35.666Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:38.146Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:42.353Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:45.331Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:49.122Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:52.675Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:11:55.830Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:01.170Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:04.263Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:09.679Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:12.447Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:17.928Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:23.883Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:29.795Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:34.965Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:38.039Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:42.472Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:46.098Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:49.254Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:54.617Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:12:58.707Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:04.202Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:08.027Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:11.774Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:13.960Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:17.311Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:21.349Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:26.199Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:29.022Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:32.395Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:35.128Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:38.110Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:43.829Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:46.887Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:50.777Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:13:54.857Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:00.670Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:04.150Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:09.672Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:13.748Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:18.769Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:24.174Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:27.562Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:31.020Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:34.452Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:40.132Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:42.915Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:45.346Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:48.087Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:53.902Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:14:57.441Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:01.912Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:06.660Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:09.860Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:12.636Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:17.027Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:21.896Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:25.493Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:31.162Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:35.770Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:37.877Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:40.484Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:46.169Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:52.091Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:15:57.403Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:01.512Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:06.216Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:10.553Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:15.216Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:19.837Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:24.410Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:28.969Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:32.081Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:36.990Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:41.168Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:44.868Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:50.237Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:55.818Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:16:59.998Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:03.861Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:08.178Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:10.785Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:13.061Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:16.094Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:21.733Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:25.218Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:28.219Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:31.808Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:36.193Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:41.171Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:42.172Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:43.175Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:44.178Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:45.182Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:46.186Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:47.192Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:48.204Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:49.213Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:50.251Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:51.276Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:52.410Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:53.490Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:55.124Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:56.497Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:17:58.067Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:03.324Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:05.449Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:09.141Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:12.154Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:14.750Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:19.069Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:22.814Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:25.156Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:27.546Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:33.419Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
